id,text,Diagnostic,Prognostic,Motivational,Community,Engagement,Political Endorsement
8140211069417740,"""The most important word in the language of the working class is 'solidarity.' ""-Harry Bridges",0,0,0,1,0,0
9.04232E+14,"Last stimulus provided limited relief for working families. As the crisis continues to loom, we need a full #WorkersFirst recovery in the next deal.

📲 Call Congress now and demand a full recovery: 1-888-865-8089
📝 Sign and share our updated petition: sign.moveon.org/p/IUPAT
🦺 Read these helpful COVID19 guidelines: iupat.org/covidguide",1,1,1,0,0,0
6.38661E+14,"It's easy to feel overwhelmed with all the nutrition advice. Instead of trying to change everything, start small. Choose one of the recommendations and work toward consistency. When it feels easy, add in something else. Change takes time, but changing your eating habits can have long-term payoffs in terms of your overall health and quality of life. Comment below with one thing you can try this week to be more consistent.",0,0,0,0,1,0
1745197486228520,Tell us your answers in the comments below! #IAFF100years,0,0,0,0,1,0
5.57561E+14,"The Muscular Dystrophy Association (MDA) is featured on the NBC Today Show Friday morning ahead of the organization's big announcement at Carnegie Hall. Make sure you tune into the live webcast starting today at 12:30 (EST)!
",0,0,0,0,1,0
9.37593E+14,"East St. Louis, firefighters reach pact: no layoffs
",0,0,0,1,0,0
5.18567E+14,Stay safe this Halloween! #IAFFSafetyTips,0,0,0,0,1,0
5.44879E+14,Protect yourself from heat related illnesses #IAFFSafetyTips,0,0,0,0,1,0
8.49773E+14,Providence #Firefighters #Union reaches ‘tentative’ deal with city,0,0,0,1,0,0
1309555713790870,"🔥#FireFighterCancerAwarenessMonth🔥

Exposure to carcinogens as a fire fighter may seem inevitable and insurmountable, but every prevention effort makes a difference in the overall accumulation of carcinogenic exposure and reduces your risk of developing occupational #cancer.

Review WEEK 2️⃣ factsheet on best practices around SCBA use, preliminary exposure reduction processes, bagging gear, and designating zones on the fireground to reduce exposures as you transition from active firefighting to rehab.

",0,0,0,0,1,0
1930507237374980,Thank you Senator Nelson for supporting #renew911health legislation,0,0,0,1,0,1
4.74658E+14,March 29th is National Vietnam War Veterans Day. We thank our veterans for their service. #VietnamVeterans,0,0,0,0,1,0
1742077249942920,"North Andover, MA Local 2035 supports Breast Cancer Awareness Month and breast cancer survivor Meghan Davis, who is the sister of fire fighter Matt Davis. #IAFFinPink",0,0,0,1,1,0
1193749395032320,Kentucky #firefighters celebrating 100 years of the #IAFF,0,0,0,1,0,0
1248295606511060,"#IAFF members are all too familiar with the danger lithium-ion batteries pose to communities everywhere. Read on to learn about these four tips:

✅ When you’re buying a device, make sure it’s certified.
✅ Make sure to keep your batteries separate from each other. 
✅ Be careful when charging lithium-ion batteries.
✅ When you’re storing your devices, choose a safe location.",0,0,0,0,1,0
7.93976E+14,Saginaw stands to lose 13 #firefighters if FEMA grant isn't renewed,1,0,0,0,0,0
1204534103963710,"Approximately every minute, someone in the United States gets a burn injury that requires medical treatment. #BurnAwarenessWeek",0,0,0,0,1,0
5.5827E+14,"Boynton Beach’s #firefighters to get new, safer gear",0,0,0,1,0,0
4862214270669520,"Discovery Channel’s new series “Darkness” – which airs its first episode on Wednesday, August 2 (Read story here:  at 10:00 p.m. Eastern Time – is described as “one of the most advanced and comprehensive tests of mental and physical survival ever captured on television.” So it comes as no surprise that three of the six contestants are fire fighters – and IAFF members. Read the story here: ",0,0,0,1,1,0
1063777285491760,"Serious flooding throughout the region has made Hurricane Florence disaster relief operations difficult. Several rivers are expected to crest in the next 24 hours, to include the Cape Fear river, which is expected to crest eight feet above the flood record. Members of the Raleigh disaster relief operation were able to get to Jacksonville, North Carolina, to meet with Local 4249 members. Jacksonville has been completely cut-off for several days by high water. Today, peer support teams will attempt to find a route into Wilmington, which has been completely cut off due to flood waters. Disaster relief team members will also attempt to get to Myrtle Beach to make contact with members there.",1,1,0,0,0,0
8.98794E+14,"IAFF disaster relief teams are relocating operations to best serve members. 12th District Vice President Walt Dix will establish central command operations at the Columbia, SC Local 793 union office. Meanwhile, 4th District Vice President ​Andy Pantelis is establishing operations at a fire station in Raleigh, North Carolina. #HurricaneFlorence #IAFFDisasterRelief",1,1,0,0,0,0
3811529182435190,Pictures from the 2018 IAFF Fallen Fire Fighter Memorial Service are now online. You can view albums at ,0,0,0,0,1,0
1624086655186710,Fire Fighters stand with LA teachers on strike #LAUSDstrike #UTLAStrong #AFLCIO #AFT,0,0,0,1,0,0
5.90836E+14,Making us proud.,0,0,0,1,0,0
5.08722E+14,IAFF Fire Ops 101 training shows policy makers what it is like on the front lines in the 7th District.,0,0,0,0,1,0
1807191616785250,"“Two days later, we got the phone call that would change our lives. Colon cancer.” – Brent Nogle, Cancer Survivor, Vista Firefighters Local 4107 #FFCancerMonth #ExtinguishCancer Firefighter Cancer Support Network",0,0,0,0,1,0
5.05146E+14,Join the #IAFF in NYC for the the Redmond Health and Safety Symposium and Barbera EMS Conference August 21-24. We look forward to learning from one another as we continue to raise the bar for emergency medical services in North America.,0,0,1,0,0,0
1616880015920030,"IAFF General President Harold Schaitberger is quoted in today’s Washington Post story on the risk fire fighters and paramedics face without having the proper PPE they need during the Coronavirus pandemic.

 “The supply chain should not dictate the recommendation for a lower level of protection,” Harold Schaitberger, general president of the International Association of Fire Fighters, wrote in a March 11 letter to U.S. Health and Human Services Secretary Alex Azar. “In our uncontrolled environment, a tight-sealed face mask such as the N95 or higher is necessary to fully protect our members.”",1,1,0,0,0,0
1023495469788090,"IAFF General President Harold Schaitberger visits Wilmington, NC Fire Department Station 1 on Wednesday.",0,0,0,1,0,0
5.6814E+14,"Watch live on Facebook or at:



#ALTSHR20",0,0,0,0,1,0
1073146180755620,Newborn abandoned at Yakima #Fire Station on Christmas Eve brings her adopted family back for a tour,0,0,0,1,0,0
4.81324E+14,Be responsible this New Year’s Eve – make plans to get home safely before you go out. #IAFFSafetyTips,0,0,0,0,1,0
5.23283E+14,"ALTS attendees, they’re just like us! IAFF members attend the IAFF Affiliate Leadership Training Summit (ALTS) in January of 2018, which was held in Orlando.

This year, hundreds of IAFF leaders from across the U.S. and Canada will meet in Los Angeles for #ALTS19 to continue to be the best possible leaders for their Brothers and Sisters back at the station. Suicide prevention, work/life balance, cancer research – your leaders are gathering to make the best job in the world even better, safer and stronger. www.iaff.org/alts - are your leaders going?",1,1,0,1,0,0
5.70771E+14,"🏃🏻🏃🏽‍♀️The IAFF Foundation has partnered with the American Cancer Society for the Fire Within 5k Race to raise awareness and funds to fight occupational cancer. 

Join our important movement today by signing up as a participant! 

Can’t make the event in person? No problem! Virtual and donation opportunities are available to help support #IAFF members. Together, we can ensure no fire fighter or #EMS worker fights alone. 

Register: ➡️ ",1,1,1,1,0,0
8361728083954320,"The IAFF is now accepting nominations for the 2018 Local Leadership Awards. Deadline: April 20, 2018 at 5pm (EST)
",0,0,0,0,1,0
9.16313E+14,"In 1967, John Sherlock of the Herald American won best news photograph in the IAFF Media Awards for his shot of a Syracuse, NY Local 280 member carrying a child out of a burning building.",0,0,0,1,0,0
4.84938E+14,More home fires are attributed to cooking during the holidays than any other time of the year. Check your smoke alarms. Don’t leave your kitchen unattended! Stay safe! #IAFFsafetytips,0,0,0,0,1,0
5.88702E+14,"Waco, TX #fire department asking city to invest in rebuilding aging #fire stations",1,1,0,0,0,0
1697559684355580,"Fairfax County, VA Local 2068 members Stephanie White and Liz Wagner, along with Local 2068 President Ron Kuley, met today at IAFF headquarters with Pat Morrison, Assistant to the General President for Health and Safety, Jim Ridley, Assistant to the General President for Human Relations, and Bill Bussing, IAFF Health and Safety staff member, to discuss developing better policies, best practices and resources for women in the fire service who become pregnant.",1,1,0,1,0,0
2274372562932090,"Lethbridge, AB Local 237 Treasurer Brent Nunweiler is the winner of a $100 VISA gift card provided by Ronda-Lee Morrice of TD Insurance during the Canadian Legislative Conference this week in Ottawa. #iaffcdnleg",0,0,0,1,0,0
8.56904E+14,IAFF General Secretary-Treasurer Edward Kelly Speaks at the Centennial Convention,0,0,0,1,0,0
1981349882288230,A cooking fire is three times more likely to happen on Thanksgiving Day than any other day of the year! #IAFF​safetytips (,0,0,0,0,1,0
8.59531E+14,"Getting help for mental health and substance use disorders can be the difference between life and death. With more than 1,000 fire fighters surveyed nationally, 46.8% reported contemplating or imagining suicide at least once during their career.",1,1,0,0,0,0
5.29949E+14,"The joint Memorial Service honoring Wilmington, DE Local 1590 members Lieutenant Chris Leach and Senior Fire Fighter Jerry Fickes Jr. will be streamed live from the Chase Center on the Riverfront in Wilmington. 

The live stream begins Saturday, October 1 at 1:00 p.m. (Eastern Time). 

",0,0,0,0,1,0
1240698213830030,Representative Tim Ryan (D-OH) praises Ohio Association of Professional Fire Fighters free tuition program with OAPFF President Mike Taylor and Steubenville Local 228 members. Representative Ryan has long been a champion of fire fighter issues. He is  running for the Senate seat being vacated by Rob Portman and has the OAPFF’s early backing.,0,0,0,0,0,1
1710923279732200,"The IAFF in 2007 endorsed Senator Chris Dodd of Connecticut for president of the United States over several other candidates, including eventual winner and two-term President Barack Obama. #IAFF100Years See more history at ",0,0,0,0,1,0
8753086291465420,"Hurricane Florence 09-15-18

#HurricaneFlorence continues to cause catastrophic flooding in the Carolinas, shutting down major highways including several miles of Interstate 95 in both directions.12th District Vice President Walt Dix met Saturday with three locals on the coast: New Hanover, Wilmington and Leland. Members are tired, spending 72 straight hours in the fire stations, but will be able to rotate out today to check on their families and homes. 

Weather and road conditions permitting, a team from Columbia disaster relief operations will deliver generators, chain saws, fans, tarps and financial assistance to the Wilmington area. 

4th District Vice President Andy Pantelis with the Raleigh disaster relief operation attempted to reach our Jacksonville and Fayetteville locals, but rising waters on several identified routes made it impossible to gain access.",1,1,0,0,0,0
5.0232E+14,Early detection and treatment is key in addressing preventable health problems. #MensHealthMonth,0,0,0,0,1,0
1502300270481940,"Give yourself the most important gift this holiday season and earn your fire science degree at Kaplan University. You and your family can receive an education online that is rewarding and affordable.
Tuition Reduction = Affordable Degree

IAFF.Kaplan.edu",0,0,0,0,1,0
2538189839718170,"Moments ago, Vice President Joe Biden addressed the IAFF Legislative Conference fire fighters: ""You are the definition of civic responsibility.""",0,0,0,1,0,0
9.2282E+14,Fire Ground Survival pre-conference at #IAFFRedmondEMS,0,0,0,1,0,0
1624780644770940,"Install carbon monoxide detectors where you install smoke alarms. If the audible trouble signal sounds, first check for low batteries. If the battery is low, replace it. If it still sounds, call the fire department. #IAFF #IAFFSafetyTips",0,0,0,0,1,0
1649426538957060,"We end the first week of #FireFighterCancerAwarenessMonth with a CALL TO ACTION, steps every fire fighter can take to reduce #cancer in the fire station, including department goals for improving station safety:

🔥Wear proper PPE during decontamination activities.
🔥Do not bring turnout gear or contaminated equipment into living areas.
🔥Ensure there is an engine exhaust capture system in the station.

MORE ACTIONS ➡️ ",1,1,1,0,0,0
7.76108E+14,Cool story of NFL star Travis Kelce gifting a Kansas City fire fighter with a new truck,0,0,0,0,1,0
5.57963E+14,Find more information: www.nationwide.com/iaffmortgage,0,0,0,0,0,0
1062535145455260,Changing your smoke alarm batteries can actually #SaveYourLife! Make sure to check them for #DaylightSavings,0,0,1,0,0,0
1099914048188680,"After 18 years, the tremendous loss of 343 FDNY members on September 11, 2001, still affects us every day. The sacrifices made will never be forgotten.",0,0,0,1,0,0
1520313075196950,AFSCME President Lee Saunders joins MSNBC's Reverend Al Sharpton to discuss President Biden’s economic policies and what they mean for working people.,0,0,0,0,0,0
1594152774868510,🤔,0,0,0,0,0,0
1068419041222110,"If making deep cuts to Medicare, Medicaid and federal student loan programs to enrich corporations and the wealthiest Americans sounds like a bad deal to you, take a minute to learn more about the many ways the administration’s proposed 2020 budget fails working families.",1,0,1,0,0,0
1077864437372860,"""Even in the midst of crisis, she listens to people, and she keeps her cool, and she treats everybody with respect... That is the Hillary I know. That’s the Hillary I’ve come to admire. And that’s why I can say with confidence there has never been a man or a woman — not me, not Bill, nobody — more qualified than Hillary Clinton to serve as President of the United States of America.” — President Obama #1uVote #NeverQuit",0,0,0,0,0,1
1229343001474620,Enjoying the weekend? Thank unions for the time off! 💪,0,0,1,1,0,0
5.32555E+14,Public service is a calling. It takes a special kind of person to put themselves in harm's way to serve their communities. Thank you for all you do.,0,0,0,1,0,0
1844695616323830,"An article in today’s New York Times echoes what AFSCME has been saying for months: Facing an “economic battering,” states, cities, towns and schools urgently need robust federal aid to regain their financial footing. The basic services we depend on are on the chopping block, and the livelihoods of the heroes who provide them are, too.",1,1,0,0,0,0
5.69355E+14,"Steve Stelzer is Houston’s green building expert. An architect by training, he cares deeply about the environment and is determined to make a difference in his community. “[Stelzer] doesn’t just work at his job, he lives and breathes his job,” says Tara Tuttle, a colleague. For his service to his community, Stelzer is a winner of our union’s Never Quit Service Award.",0,0,0,1,0,0
9.37752E+14,"More than 1,400 people took to the streets to demand livable wages, and quality care at the Oregon Health and Science University. AFSCME President Lee Saunders joined the picket with Oregon AFSCME and told workers, “Hurting you means hurting the people you serve. When you are undermined, patient care is undermined, and public health is undermined.”

Early this morning, after an epic 21-hour mediation session, AFSCME members reached a tentative agreement that protects the community and the workers. Solidarity!",1,1,0,0,0,0
9.02109E+14,"For Carre Adams, a member of AFSCME Local 1624 and a Never Quit Service Award Winner, leading The George Washington Carver Museum, Cultural and Genealogy Center in Austin, Texas, through both a pandemic and a national reckoning on race has forced him to reimagine what a museum is.",0,0,0,1,0,0
5.01085E+14,Pass it on,0,0,0,0,0,0
1936019723492480,"Union momentum is SURGING! People understand that life is better in a union. They know it means a bigger paycheck, better health care coverage, a more secure retirement, a safer workplace and a whole lot more. #unionstrong #afscme",1,1,0,1,0,0
5.6324E+14,"Three Democratic members of Congress seeking the California U.S. Senate seat that was long held by the late Sen. Dianne Feinstein spoke to AFSCME members at a candidate forum organized by our union in San Diego last weekend. U.S. Reps. Adam Schiff, Katie Porter and Barbara Lee took turns answering questions from AFSCME members and shared their visions to improve California public service.",0,0,0,0,0,0
3530962053869260,"“As a former 911 dispatcher, I know how important it is for dispatchers to have the training and resources they need to successfully do their work and help save lives. Dispatchers are the first line of response during an emergency, and they deserve to be classified in a way that recognizes that their work is on par with that of other public servants classified as first responders.” – U.S. Rep. Norma Torres, D-California, and a former AFSCME member who’s co-sponsoring the 911 SAVES Act.",1,1,0,0,0,0
1058587685744410,"“IDOC employees have been on the public safety front lines during this pandemic, working to ensure that Illinois correctional facilities remain safe and secure. It’s an enormously challenging mission even before the coronavirus swept through our state. The union’s chief safety officer is there every step of the way to ensure that the safety of all is priority number one.” – AFSCME Council 31 Regional Director Eddie Caumiant.",1,1,0,0,0,0
1268255227702040,"The current minimum wage of $7.25 an hour makes it very difficult for many working Americans to meet basic family needs. Working people deserve better. Call your member of Congress today at 855-712-8430 and tell them to support the Raise the Wage Act.

Read more: ",1,1,1,0,0,0
1214094773031740,"""Antitrust law will probably never be the subject of breathless campaign coverage, but it is one of the more powerful ways a president can shape the playing field of the economy.  That’s what makes Clinton’s new comments about corporate power and antitrust law important.  Her campaign has embraced an emerging line of thought in left-of-center economic circles: that a big part of what ails the economy is policies that have allowed the biggest companies to become too big and too powerful, resulting in less competition, less opportunity for entrepreneurship and lower levels of investment and compensation for workers.""",1,1,0,0,0,1
5.89663E+14,The economic downturn brought on by the COVID-19 pandemic has begun causing layoffs and other service reductions in cities across Ohio. Federal action cannot wait. Congress must help states and local communities now.,1,1,0,0,0,0
8896698023694930,"Residents of Ohio are urging U.S. Sen. Rob Portman to reject the House’s health care bill, which would gut Medicaid and leave more than 23 million Americans uninsured. Nearly 540,000 Ohioans would lose their health coverage if the bill becomes law.",1,1,0,0,0,0
5.7201E+14,"Today, April 28th Workers Memorial Day, please join us in recognizing workers who were injured, became ill, or died because of hazards at work. On this day, we remember those we have lost and renew our commitment to keep workers safe.",1,0,1,1,0,0
8.76452E+14,"Happy Lunar New Year! Wishing everyone a year full of strength, health, safety and happiness.",0,0,0,0,1,0
1334229414617570,Please send a warm welcome to the newest AFSCME sisters and brothers in Oregon!,0,0,0,1,0,0
5.68489E+14,"From the American Rescue Plan to the Infrastructure Investment and Jobs Act to the Inflation Reduction Act, working families have achieved major victories over the past two years. In a tele-town hall Monday, AFSCME members from across the country joined President Lee Saunders to highlight some of these victories, which we must protect by turning out to vote in the midterm elections. “Over the next eight weeks, it is essential that we protect the progress of the last two years – and make it possible for more change and further progress,” Saunders said.",0,0,1,0,0,0
1077204930137530,"“You're not thinking about your own safety. … Your entire focus is to take care of that patient, to let them know that they're going to get good care and that you're trying to help them as much as you can."" – Oregon AFSCME member Michael Stewart, about his experience working in a COVID-19 ward.",0,0,0,1,0,0
9.11866E+14,"We stand in solidarity with SAG-AFTRA during its strike against ad agency Bartle Bogle Hegarty (BBH). After nearly 20 years as a signatory the ad agency is attempting to illegally abandon its obligations under the union contract. As the labor movement faces unprecedented assaults, we must join together and hold our ground. It's time for advertisers and agencies like BBH to do the right thing and honor the contract. #StrikeBBH #AdsGoUNION",1,1,1,0,0,0
5.62886E+14,"Human migration has been occurring ever since our species has been able to walk. To recognize migrants, their journeys and their impact on their new communities, the United Nations is celebrating today as International Migrants Day. #IAmAMigrant",0,0,0,0,1,0
5.38231E+14,"In 2017, the average CEOs of America's largest companies earned 312 times more than their typical worker, according to a report by the Economic Policy Institute.",0,0,0,0,0,0
1648833752643880,"The Inflation Reduction Act:
💊 Lowers prescription drug & health care costs
🌱 Invests in a clean energy future
💲 Makes corporations & the wealthy pay their fair share of taxes
It's an example of what we can achieve when we elect pro-worker candidates. ",1,1,0,0,0,0
5.46475E+14,"It's clear Americans overwhelmingly support federal aid to beat this pandemic and safely reopen the economy. And yet, as we wait for McConnell to act & the Senate to return from vacation, cases are spiking across the country & millions are out of work.",1,1,0,0,0,0
2665343890334200,"Meet Amy Coonce, a horticulture instructor at Robinson Correctional Center. She finds joy in introducing inmates to the world of greenhouses and gardening. After nine years in her role, Amy sees the positive impact of her teaching as inmates engage and succeed in learning. For Amy’s dedication to education, she is being recognized with our union’s Never Quit Service Award. ",0,0,0,1,0,0
1079605136568680,"During a meeting with Education Secretary Miguel Cardona, CSEA member Elizabeth Ramos lifted up the contributions of school support workers who provided vital services to students throughout the pandemic by going above and beyond the call of duty. Cardona highlighted the education aid in the American Rescue Plan. New York state will receive $9.2 billion in dedicated education funding through that law.",0,0,0,0,0,0
1864089590788500,"The ratification of this contract is historic and only made possible by each and every one of our union members. From these raises to increased safety protocols to an expansion of our rights in the workplace, I’m proud of what our bargaining team has accomplished.” – AFSCME Local 1459, Council 3, member Debbie Michaels, reacting to the first systemwide contract for nearly 6,000 employees of the state’s public universities.",0,0,0,1,0,0
5.37005E+14,✊✊,0,0,0,0,0,0
9217950268232570,Hats off to our hardworking members at AFSCME Council 31 in Illinois for their efforts to clean up during this snow storm.,0,0,0,1,0,0
5.15932E+14,"During National Library Week, and every week, we thank the dedicated employees – from librarians to custodians to security guards – who keep libraries thriving so they can better serve their communities.",0,0,0,0,1,0
2525605810972510,"""We need to fight together to make sure that the people representing us understand the importance and struggle of working people.""",1,1,1,0,0,0
4.00758E+14,"Our experience with government in our everyday lives happens at the local level. So the next time you enjoy a stroll along a clean street, turn on a tap and safe water comes out, or lie on the lawn in a park to read a book, spare a thought for and appreciate the municipal workers who make your city happen.",0,0,1,0,0,0
2696209297216540,"A highlight of Labor Day 2024: AFSCME President Lee Saunders joined Council 13 and District Council 84 members for a rally in Pittsburgh, PA with President Joe Biden and Vice President Kamala Harris. Harris rallied the crowd, saying that every American has benefited from union members' fight for dignity and respect – from the five-day work week and sick leave to paid family leave and vacation time. ✊",0,0,0,0,0,0
5.88197E+14,Unions built the middle class in this country. Don't let anyone tell you otherwise.,0,0,0,0,0,0
1079812910314030,"Your to-do list for Election Day:
(1) Visit www.wevotewewin.org/register to make sure you are registered
(2) Find your polling place: www.wevotewewin.org/vote
(3) Plan the time you will vote (before work, during lunch, after work, etc.)
(4) Share this graphic and make sure to bring a friend or neighbor!",0,0,1,0,0,0
3.45766E+14,"“The gender wage gap has narrowed significantly over the past 50 years. In 1964, according to data from the Census Bureau, the typical woman working full time made about 59 cents on the dollar earned by a man; by 2004, that had risen to 77 cents. (These calculations don’t take into account differences in experience, industry or other factors.) More recently, however, progress for women has nearly stalled out: In 2014, the latest data available, women earned 79 cents for every dollar earned by men, a 2-pennies-an-hour improvement over a decade.”",1,0,0,0,0,0
4.5196E+14,"State and local workers deserve to have collective bargaining rights regardless of where they live. But about half the states do not provide all state and local workers the ability to negotiate for fair wages and benefits. The Public Service Freedom to Negotiate Act, which has been introduced in the U.S. House and the Senate, would change that.

Read more: ",1,1,0,0,0,0
9.04372E+14,"In unions, we know: we come from all different backgrounds and experiences, but no matter what, we stand united in our fight for freedom, dignity and respect. Kamala Harris stands with us in this fight. As she pledged tonight, she will be a president for all Americans – protecting our voice on the job, improving the lives of working people and defending our democracy. It's time we turn the page on MAGA extremism and vote to elect Kamala Harris and Tim Walz.",1,1,1,0,0,1
9.0504E+14,An RSVP — if you will — to your community's most important decennial party. Please and thanks. #2020Census #EveryoneCounts #CensusDay,0,0,1,0,0,0
1477026472971120,"After Renita Smith's school bus burst into flames, she courageously saved the lives of all the children on board. Hear all of Renita's heroic story in this clip from Monday's episode of the Ellen DeGeneres show, and read more on the AFSCME blog:  #NeverQuit",0,0,0,1,0,0
1089669615891260,"“Our most immediate concern is a shortage of equipment,” says Jared Rosenberg, a paramedic supervisor in Greenburgh, New York and member of CSEA Local 1000.

“We need more personal protective equipment. We’ve resorted to collecting masks from the public. We’re grateful for what we have collected, but this is no way to prepare for an uptick in cases,” says Jared. There is no time to waste; the federal government must do more to protect those on the front lines.

Read more of Jared’s story: ",1,0,0,0,0,0
1763751521040600,"Hillary Clinton knows privatization hurts communities and costs taxpayers more money in the long run. She knows public service workers are better trained, more committed, and provide better services than private contractors who do their jobs. #1uVote",0,0,0,0,0,1
1063492488599490,"Working families in Louisiana are celebrating a big victory over the weekend, as Gov. John Bel Edwards won reelection. AFSCME members helped make it happen, knocking on doors and making phone calls to get out the vote for Edwards, who has a track record of fighting for working people, investing in education and expanding health care.",0,0,0,1,0,0
2054130311684800,"You know, we really admire you. For National Compliment Day, create and send an ecard to give a boost to a fellow AFSCME member and make their day a little brighter.",0,0,1,1,0,0
4.64326E+14,"Employees at the Chicago Academy of Sciences/Nature Museum secure a resounding victory in their union election, joining CASWU/AFSCME Council 31! This marks the sixth recent win for cultural workers in the Chicago-area organizing with AFSCME 💪",0,0,0,1,0,0
8.64211E+14,"""The reason I support and will vote for Hillary Clinton is that she is standing firm on Social Security and Medicare. I learned about the importance of Medicare and Social Security because of my father. It’s not a lot of money, but it lets him sustain himself in a moderate lifestyle. It’s important for him, and everyone in the United States who depends on Social Security, that we protect this program.""",0,0,0,0,0,1
1277412840271230,Securing the first real pay raise in 11 years for state workers was one of many victories AFSCME-Florida was able to achieve during the 2017 legislative session. Beating back blatantly anti-union legislation was another one.,1,1,0,1,0,0
1305634537558650,Check out Delfina's story:,0,0,0,0,0,0
1035130588364400,"Teacher leadership matters for student learning, and specific aspects of teacher decision making contribute to school performance.

Read more from the new Spring 2018 issue of American Educator:",0,0,0,0,1,0
1647123906236260,"“Like so many other educators at charter schools, those at Mundo Verde want to form a union to have a real impact on the decisions that shape their lives and their students’ lives.” — AFT President Randi Weingarten",1,1,0,0,0,0
1070211357907420,Watch Randi Weingarten live from the AFLCIO convention.,0,0,0,0,0,0
9.04504E+14,"""To meet the moment, we need to unite the public and private sectors as well as labor, environmental and community activists in the service of a dramatic transition to green energy. The climate crisis creates the possibility for new alliances and historic opportunities to change the game and create a more environmentally sustainable and economically just world.""

Excellent op-ed from Local 1931's Jim Miller on how the labor movement can use its power to curb climate change.",1,1,0,0,0,0
1087013116240070,"The Education Department has announced that teachers who have had their federal Teacher Education Assistance for College and Higher Education grants converted to loans may apply to have their cases reconsidered. If approved, they’ll also be reimbursed for the money they already spent paying back these loans. 

We're urging our members to contact FedLoan Servicing if they believe their TEACH grant was erroneously switched to a loan: ",1,1,1,0,0,0
1088536992799580,Parent town hall between AFT and Open Schools USA,0,0,0,0,0,0
1736972896874190,"“Student debt has become a dream killer,” Education Secretary Miguel Cardona said. “This is a promise to the American people that, at long last, we will fix a broken system and make student loans affordable.”",1,1,0,0,0,0
1186914582374540,"Even after her @60 Minutes interview, Betsy DeVos has yet to visit any struggling public schools or talk to any public school teachers. 

The #Questions4Betsy won't stop until she does her job.",0,0,0,0,0,0
1589268471990060,Be sure to teach about these incredible leaders during Black History Month.,0,0,1,0,0,0
1653569211868570,"Twenty-first century learning requires sophisticated forms of teaching to develop student knowledge and skills. Effective professional development has the potential to support this kind of powerful teaching and learning and to transform schools into spaces where teachers are driving improvement through their own learning and leadership. 

On October 21, join us, the Learning Policy Institute, Learning Forward, and NEA Today for an event showcasing innovative models of teacher-led learning and professional development. 

Register now:",1,1,1,0,0,0
1606403333288500,"“This isn’t just an issue hitting teachers,” Education Minnesota president Denise Specht said. “It’s bus drivers, custodians, paraprofessionals administrators.”",0,0,0,0,0,0
1604968726758630,"Understanding the history of voter suppression, and the attacks on voters today, is essential for the future of our democracy.",1,0,0,0,0,0
8.93915E+14,"""Our hope is that these curated stories will help aid education in and outside the classroom on topics not often taught within private or public schools today.""

Check out this great collection of stories from Teen Vogue ⤵",1,1,0,0,1,0
1355317345441490,"It's unfortunate that in our 21st century world race and socioeconomic status determine the fates of mothers, babies and other birthing people during and after labor. But the difference is there. In this article from AFT Health Care, Jamila K. Taylor discusses the importance of maternity care, especially for women of color. #BlackHistoryMonth Read it here: ",1,0,0,0,1,0
1069519401630050,"""We know how to control the coronavirus, and we know how to safely reopen schools. Now we have to display responsibility and secure all the resources necessary to make it happen.""

Read & share: AFT President Randi Weingarten shares the blueprint to safely reopen schools in an op-ed for The Hill.",1,1,1,0,0,0
9.02544E+14,"We just released a new poll with Brady Campaign which found that a vast majority of respondents, even in districts that voted for Donald Trump in 2016, support common-sense policies like universal background checks and providing federal funding to school mental health programs over arming teachers.

Learn more: ",0,0,0,0,0,0
2852081301757790,"Mark your calendar! On Tuesday, 3/28 at 9 AM ET, Randi Weingarten will deliver a major address, “In Defense of Public Education.""

Watch it live at facebook.com/aftunion or aft.org.",0,0,0,0,1,0
8.58134E+14,Use this curated Share My Lesson  #911anniversary collection to help preK-12 students understand the significance of why we must teach the tragic events of Sept 11 and how American values helped us move forward: ,0,0,1,0,0,0
5.70721E+14,"""I am a social studies teacher and a lawyer. I'm not a scientist, but I have to follow what the experts are telling us. They have a sense of what you actually need to do and when you follow them. If we had done that, we would be in a lot better shape in the United States."" — AFT President Randi Weingarten",0,0,0,0,0,0
